datetime,Temperature,Humidity,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVA,QV2M,RH2M,PRECTOTCORR,WS10M,Inflation,Load
2009-01-01 03:00:00,22.827755,0.93870825,0.33794436,2.1709194,17.262726,17.35207,91.55269,0.44718742,2.7427297,0.58,23855.861
2009-01-01 04:00:00,22.827755,0.93870825,0.33794436,2.1709194,17.262726,17.35207,91.55269,0.44718742,2.7427297,0.58,23855.861
2009-01-01 05:00:00,22.827755,0.93870825,0.33794436,2.1709194,17.262726,17.35207,91.55269,0.44718742,2.7427297,0.58,23855.861
2009-01-01 06:00:00,25.897835,0.8669052,0.37546873,1.8067057,14.609067,19.594952,87.84456,0.8213666,2.6479874,1.6036128,37129.77
2009-01-01 07:00:00,25.01428,0.940741,0.37253553,1.9663255,14.389597,19.894617,91.26415,0.76620954,2.1767898,0.58,35528.824
2009-01-01 08:00:00,23.378122,0.9773036,0.3744095,2.3353825,17.565376,17.27122,93.020966,0.29975334,3.3376307,0.58,23895.055
2009-01-01 09:00:00,24.045303,0.9634252,0.37573782,2.224468,15.565011,18.453873,92.10267,0.5367026,2.378036,0.58,31178.336
2009-01-01 10:00:00,25.466698,0.8603946,0.47405362,2.506307,19.383064,19.587938,85.447525,0.5003497,2.1991975,0.58,50283.23
2009-01-01 11:00:00,24.252417,0.9332488,0.36737457,2.1547651,15.285859,18.535458,88.76857,0.43066883,2.2244723,0.58,30734.928
2009-01-01 12:00:00,24.252417,0.9332488,0.36737457,2.1547651,15.285859,18.535458,88.76857,0.43066883,2.2244723,0.58,30734.928
2009-01-01 13:00:00,24.252417,0.9332488,0.36737457,2.1547651,15.285859,18.535458,88.76857,0.43066883,2.2244723,0.58,30734.928
2009-01-01 14:00:00,24.252417,0.9332488,0.36737457,2.1547651,15.285859,18.535458,88.76857,0.43066883,2.2244723,0.58,30734.928
2009-01-01 15:00:00,24.342085,0.89818716,0.41549772,2.562396,19.702839,17.669247,81.68967,0.5303094,2.2749956,0.58,42001.434
2009-01-01 16:00:00,24.54215,0.94649166,0.3649304,2.1578138,14.713635,19.2015,91.15065,0.39917517,1.9394239,0.58,35246.79
2009-01-01 17:00:00,24.247227,0.9795213,0.3838599,2.3258338,15.968243,18.743298,93.43149,0.25739357,2.2137518,0.58,29430.992
2009-01-01 18:00:00,24.63651,0.94830835,0.38832533,2.355729,17.047794,18.565031,88.24202,0.20468494,2.4063852,0.58,37313.48
2009-01-01 19:00:00,26.006367,0.9614088,0.40425602,2.206962,17.037289,19.665026,89.14239,0.2511162,1.9312139,0.58,42632.81
2009-01-01 20:00:00,26.094728,0.96758604,0.38537043,2.2328203,15.988521,19.810202,91.48411,0.82038194,1.6093764,0.58,46406.027
2009-01-01 21:00:00,26.136044,0.94361585,0.35162523,2.1302853,15.641545,19.358238,88.429665,0.28327918,2.046167,0.58,46700.285
2009-01-01 22:00:00,25.380217,0.9754963,0.37368888,2.361571,14.612331,19.803432,91.68311,0.2425284,1.418037,0.58,37993.71
2009-01-01 23:00:00,25.380217,0.9754963,0.37368888,2.361571,14.612331,19.803432,91.68311,0.2425284,1.418037,0.58,37993.71
2009-01-02 00:00:00,25.380217,0.9754963,0.37368888,2.361571,14.612331,19.803432,91.68311,0.2425284,1.418037,0.58,37993.71
2009-01-02 01:00:00,25.380217,0.9754963,0.37368888,2.361571,14.612331,19.803432,91.68311,0.2425284,1.418037,0.58,37993.71
2009-01-02 02:00:00,25.380217,0.9754963,0.37368888,2.361571,14.612331,19.803432,91.68311,0.2425284,1.418037,0.58,37993.71
2009-01-02 03:00:00,23.289803,0.9597068,0.34430847,2.232085,15.946647,18.195536,91.82419,0.77734816,1.7688934,0.58,25293.734
2009-01-02 04:00:00,23.289803,0.9597068,0.34430847,2.232085,15.946647,18.195536,91.82419,0.77734816,1.7688934,0.58,25293.734
2009-01-02 05:00:00,23.29906,0.93079114,0.37214878,2.185086,19.190815,17.484116,89.10631,0.19890633,3.4354148,0.58,29755.625
2009-01-02 06:00:00,23.259222,0.97648776,0.36691254,2.3227842,15.001619,17.615644,93.598335,0.31459233,2.8149126,0.58,22407.123
2009-01-02 07:00:00,24.733784,0.91208607,0.35684142,1.9477277,14.109169,19.869282,90.381905,0.74301815,2.2105904,0.58,32258.414
2009-01-02 08:00:00,24.884893,0.81008184,1.0849203,5.7432556,42.501198,16.492512,79.12749,0.078648925,6.2216454,0.58,56102.977
2009-01-02 09:00:00,23.89043,0.9780449,0.37043038,2.2344925,15.939576,17.778423,94.26908,0.33063176,3.4930751,0.58,25493.188
2009-01-02 10:00:00,23.89043,0.9780449,0.37043038,2.2344925,15.939576,17.778423,94.26908,0.33063176,3.4930751,0.58,25493.188
2009-01-02 11:00:00,22.84219,0.9716373,0.36702052,2.4452631,16.06625,16.945683,94.55153,0.22613126,3.7356665,0.58,21964.248
2009-01-02 12:00:00,24.047785,0.9564485,0.35613328,2.1857862,15.789761,18.800829,90.585976,0.3876899,1.9903197,0.58,31927.828
2009-01-02 13:00:00,23.78985,0.90066665,0.41319054,2.4502974,20.905903,16.709013,84.395485,0.09698422,4.161733,0.58,36872.71
2009-01-02 14:00:00,23.344921,0.9745058,0.36276624,2.383316,15.394367,17.567768,94.3795,0.19496112,3.2615614,0.58,24069.908
2009-01-02 15:00:00,26.6271,0.89672136,0.22948729,0.92877173,11.446955,19.924747,85.041245,0.36176443,1.6440536,0.580016,51702.387
2009-01-02 16:00:00,26.59851,0.9078049,0.47760463,2.6343956,18.175077,19.938614,83.93201,0.25034305,1.3250128,0.58,55622.258
2009-01-02 17:00:00,26.59851,0.9078049,0.47760463,2.6343956,18.175077,19.938614,83.93201,0.25034305,1.3250128,0.58,55622.258
2009-01-02 18:00:00,25.612381,0.94603133,0.3508646,2.1407444,14.605186,20.173729,89.101776,0.43103755,1.3208688,0.58,43358.387
2009-01-02 19:00:00,25.426123,0.9667944,0.37715408,2.2050085,13.553363,19.671133,90.20144,0.37798387,1.4766968,0.58,33369.457
2009-01-02 20:00:00,23.81232,0.967248,0.36191696,2.301135,11.649308,18.398266,95.22076,0.23485206,2.9535444,0.58,26365.357
2009-01-02 21:00:00,24.853374,0.97166044,0.37408072,2.1873608,16.120419,18.428047,91.56237,0.16592674,3.0530608,0.58,35762.04
2009-01-02 22:00:00,25.523178,0.975623,0.36807135,2.3628378,13.058454,19.687878,91.71252,0.31349722,1.4608334,0.58,35302.652
2009-01-02 23:00:00,25.523178,0.975623,0.36807135,2.3628378,13.058454,19.687878,91.71252,0.31349722,1.4608334,0.58,35302.652
2009-01-03 00:00:00,25.523178,0.975623,0.36807135,2.3628378,13.058454,19.687878,91.71252,0.31349722,1.4608334,0.58,35302.652
2009-01-03 01:00:00,25.523178,0.975623,0.36807135,2.3628378,13.058454,19.687878,91.71252,0.31349722,1.4608334,0.58,35302.652
2009-01-03 02:00:00,23.076172,0.97193474,0.3567718,2.2778463,15.136256,17.519787,92.79632,0.52315825,2.254656,0.58,22116.863
2009-01-03 03:00:00,23.837444,0.98060524,0.37082642,2.2030466,15.149502,18.455372,92.94426,0.1327976,2.8374465,0.58,22280.438
2009-01-03 04:00:00,23.837444,0.98060524,0.37082642,2.2030466,15.149502,18.455372,92.94426,0.1327976,2.8374465,0.58,22280.438
2009-01-03 05:00:00,23.837444,0.98060524,0.37082642,2.2030466,15.149502,18.455372,92.94426,0.1327976,2.8374465,0.58,22280.438
2009-01-03 06:00:00,24.940002,0.8814756,0.35750848,1.8335524,13.394809,19.725452,89.45414,0.49041653,2.505178,0.58,30839.871
2009-01-03 07:00:00,24.50821,0.9321355,0.36950386,2.05946,15.67817,19.405918,89.51272,0.11016449,2.5112987,0.58,31719.238
2009-01-03 08:00:00,27.54023,0.8453671,1.8698094,10.517266,55.786263,16.949467,69.479355,0.29012334,4.3642,0.58,68033.91
2009-01-03 09:00:00,26.708347,0.8120962,1.6362821,8.814577,49.819588,17.555864,73.65144,0.411942,4.596807,0.58,69156.664
2009-01-03 10:00:00,30.079155,0.9295202,2.0209007,11.14203,58.239136,18.601225,75.90854,1.277524,4.9292254,0.58,59278.727
2009-01-03 11:00:00,30.079155,0.9295202,2.0209007,11.14203,58.239136,18.601225,75.90854,1.277524,4.9292254,0.58,59278.727
2009-01-03 12:00:00,23.318178,0.9062869,0.35240862,2.2497308,16.271309,17.55611,90.14449,0.2847937,3.7400472,0.58,32254.51
2009-01-03 13:00:00,23.318178,0.9062869,0.35240862,2.2497308,16.271309,17.55611,90.14449,0.2847937,3.7400472,0.58,32254.51
2009-01-03 14:00:00,25.556192,0.92595935,0.39170623,2.0880337,14.19593,19.979187,87.668945,0.5581429,1.6633399,0.58,38294.93
2009-01-03 15:00:00,25.277245,0.8917601,0.39551738,2.2022583,19.026958,18.277617,84.005295,0.2094073,3.35374,0.58,48506.203
2009-01-03 16:00:00,25.277245,0.8917601,0.39551738,2.2022583,19.026958,18.277617,84.005295,0.2094073,3.35374,0.58,48506.203
2009-01-03 17:00:00,25.277245,0.8917601,0.39551738,2.2022583,19.026958,18.277617,84.005295,0.2094073,3.35374,0.58,48506.203
2009-01-03 18:00:00,25.277245,0.8917601,0.39551738,2.2022583,19.026958,18.277617,84.005295,0.2094073,3.35374,0.58,48506.203
2009-01-03 19:00:00,25.834213,0.87669265,0.3704768,1.9880925,13.181017,19.826494,89.21797,0.3797806,2.5412903,0.58,44524.594
2009-01-03 20:00:00,25.834213,0.87669265,0.3704768,1.9880925,13.181017,19.826494,89.21797,0.3797806,2.5412903,0.58,44524.594
2009-01-03 21:00:00,26.12808,0.93799204,0.385385,2.125899,12.191611,19.976345,90.57895,0.14895353,2.4553573,0.58,35188.32
2009-01-03 22:00:00,25.436386,0.9646118,0.35565764,2.2347035,12.712346,20.062653,90.07854,0.2075958,1.1011147,0.58,41305.266
2009-01-03 23:00:00,25.436386,0.9646118,0.35565764,2.2347035,12.712346,20.062653,90.07854,0.2075958,1.1011147,0.58,41305.266
2009-01-04 00:00:00,25.436386,0.9646118,0.35565764,2.2347035,12.712346,20.062653,90.07854,0.2075958,1.1011147,0.58,41305.266
2009-01-04 01:00:00,25.436386,0.9646118,0.35565764,2.2347035,12.712346,20.062653,90.07854,0.2075958,1.1011147,0.58,41305.266
2009-01-04 02:00:00,25.436386,0.9646118,0.35565764,2.2347035,12.712346,20.062653,90.07854,0.2075958,1.1011147,0.58,41305.266
2009-01-04 03:00:00,24.917358,0.91611564,0.33651775,1.5569803,12.727154,20.1104,89.17583,0.5454815,3.0898519,1.6138028,29491.598
2009-01-04 04:00:00,24.321926,0.94305974,0.34365803,1.5373489,11.431233,20.179138,90.1205,0.31065422,2.9977913,1.6181575,31415.752
2009-01-04 05:00:00,24.136757,0.95215034,0.35768312,1.9721557,12.764871,18.705072,92.26176,0.33676794,2.6147254,0.58,25085.65
2009-01-04 06:00:00,24.134327,0.96464837,0.34308106,2.1066697,15.468986,19.477701,89.41504,0.13469371,1.5752587,0.58,26904.06
2009-01-04 07:00:00,24.134327,0.96464837,0.34308106,2.1066697,15.468986,19.477701,89.41504,0.13469371,1.5752587,0.58,26904.06
2009-01-04 08:00:00,26.312328,0.78409123,1.7031615,9.311905,53.19225,16.547968,72.502884,0.15714519,6.421585,0.58,61108.074
2009-01-04 09:00:00,25.670145,0.6778141,1.2752268,6.675965,42.750587,16.219246,69.90209,0.26835537,6.439109,0.58,57593.426
2009-01-04 10:00:00,25.57439,0.8837706,0.4029873,1.9757662,13.684053,19.71338,85.33103,0.7850544,2.4561677,1.615869,49340.484
2009-01-04 11:00:00,25.642948,0.7909545,0.42946362,2.1268668,16.367403,19.248781,84.32279,0.5307895,3.003526,0.580019,42038.387
2009-01-04 12:00:00,24.754795,0.9095934,0.13337763,0.6895377,10.153132,19.732403,87.89317,0.8466004,1.5008541,0.58,51281.44
2009-01-04 13:00:00,23.747873,0.90764904,0.017129779,0.056154728,3.0496414,19.563028,87.40188,0.5789129,1.4881454,0.58,47740.355
2009-01-04 14:00:00,23.747873,0.90764904,0.017129779,0.056154728,3.0496414,19.563028,87.40188,0.5789129,1.4881454,0.58,47740.355
2009-01-04 15:00:00,24.84701,0.91281044,0.36485922,1.9740701,13.641299,20.144691,88.09217,0.40950406,1.6047653,0.58,40738.26
2009-01-04 16:00:00,24.84701,0.91281044,0.36485922,1.9740701,13.641299,20.144691,88.09217,0.40950406,1.6047653,0.58,40738.26
2009-01-04 17:00:00,24.84701,0.91281044,0.36485922,1.9740701,13.641299,20.144691,88.09217,0.40950406,1.6047653,0.58,40738.26
2009-01-04 18:00:00,26.726234,0.90122676,0.20412175,1.1508068,12.433688,19.78807,83.637245,0.18928058,1.8427473,0.58,52247.523
2009-01-04 19:00:00,28.1464,0.9258848,0.33419457,1.9824647,13.971601,19.503786,74.96412,0.10431171,0.76381135,0.58,51545.875
2009-01-04 20:00:00,28.1464,0.9258848,0.33419457,1.9824647,13.971601,19.503786,74.96412,0.10431171,0.76381135,0.58,51545.875
2009-01-04 21:00:00,24.595306,0.9656389,0.3590191,2.2905,14.033482,19.193533,91.11978,0.20519781,1.9373655,0.58,32047.39
2009-01-04 22:00:00,25.677883,0.96464276,0.34408277,2.155753,11.69543,20.0814,91.44819,0.5338864,1.2616911,0.58,41376.418
2009-01-04 23:00:00,25.677883,0.96464276,0.34408277,2.155753,11.69543,20.0814,91.44819,0.5338864,1.2616911,0.58,41376.418
2009-01-05 00:00:00,25.677883,0.96464276,0.34408277,2.155753,11.69543,20.0814,91.44819,0.5338864,1.2616911,0.58,41376.418
2009-01-05 01:00:00,25.677883,0.96464276,0.34408277,2.155753,11.69543,20.0814,91.44819,0.5338864,1.2616911,0.58,41376.418
2009-01-05 02:00:00,22.974533,0.9717664,0.33906907,2.2602587,16.303497,17.907639,91.37093,0.5636232,1.884668,0.58,20783.05
2009-01-05 03:00:00,23.712255,0.97917175,0.3624877,2.1881235,18.367546,17.661362,93.77992,0.64504933,3.4862928,0.58,23193.076
2009-01-05 04:00:00,23.712255,0.97917175,0.3624877,2.1881235,18.367546,17.661362,93.77992,0.64504933,3.4862928,0.58,23193.076
